ID,Omschrijving,Product
1650511,"I was formerly a Scottrade customer and former college intern at the XXXX XXXX Scottrade HQ. I am writing this complaint to express my dissatisfaction with Scottrade 's customer service. 

Specifically, as an intern I witnessed Scottrade management specifically instructed Scottrade employees not to help customers who have been the victim of hacks, are complaining about fees, or have complaints that require a "" significant amount of resources ''. This corporate culture rubbed me the wrong way and I chose not to continue my internship at Scottrade and would advise others not to conduct business this this company. 

In regards to my Scottrade account, a Brokerage Account and a Bank Account, I closed them after taking my leave and moved my money elsewhere. However, recently, I was informed by Scottrade ( no differentiation between whether Scottrade Brokerage or Scottrade Bank was the entity ) that my personal information was exposed in the recent Scottrade hack. 

I written to Scottrade 's customer support and have not received a response. My concerns are as follows:1. ) Scottrade 's instructions for getting identity theft protection services do not work. Specifically, the phone number Scottrade provided did not work. 
2. ) Scottrade will not respond to my complaints or provide any explanation about the hack. 
3. ) Scottrade will not provide an explanation of whether Scottrade Brokerage or Scottrade Bank was effected. 

In light of the above, I believe Scottrade is trying to "" short cut '' and "" down play '' the seriousness of this hack in order to avoid having to spend money and resources on treating customers right. 

As a former customer who had his data released as a result of Scottrade 's incompetence, I would like Scottrade to respond.",Bankrekening
2183428,keep getting calls debt collector people for ( XXXX XXXX ) a person I do not know. This has been going on for rover 5 years. Keep asking for information and the huge amount of call are an invasion of my privacy. I have asked how they keep got my name and number and they can not say.,Incasso
1312409,"I submitted Case number : XXXX but it was not sent to Citibank but rather to XXXX for resolution. Since the Patriot Act, banks are required to obtain ID before opening an account so I want to know how was a CRIMINAL allow to open an account and receive wire transfers. Also how did Citibank allow their database to be hacked and all correct information on a credit card was stolen and used to pay for my services. And now I am told I have to write-off all my expensesI wire transferred {$3200.00} to what I thought was a legitimate customer of Citibank who turned out to be a scam. The following information is all documented via emails. 
On XXXX/XXXX/2014 we received a request for quote via email from XXXX XXXX from XXXX and Sons to print XXXX flyers. 
On XXXX/XXXX/2014 we received an email with the information on the Mastercard we used to pay for the XXXX and Printing of the material of {$5800.00}. On XXXX/XXXX/2014 the funds from the credit card were deposited into our bank account and that is when we started the printing the material On XXXX/XXXX/2014 he asked us via email for the status of the printing job and asked us to contact the XXXX XXXX to schedule the pick-up by the XXXX XXXX. On this date, he also called the shop to talk about the status. We schedule pick up of the XXXX XXXX at our shop on XXXX/XXXX/2014 and paid the XXXX company the {$3200.00} they requested for the shipment. I was provided a routing number and account number and name. 
On XXXX/XXXX/2014, in reconciling our bank account we noticed that the {$5800.00} was chargeback to our bank account and hence the reason I am writing this information. In the meantime, the XXXX XXXX flyers have been printed and we are waiting for the XXXX Company to pick them up",Bankrekening
2082711,Signed up for marketing tool that was represented would work for my industry - merchant services. When it is clearly a construction marketing service for general contractors after reviewing it. I was told I could cancel and I did. They have repeatedly kept contacting me and my parent company after written and verbal notice to cease all communication from my XXXX XXXX law firm in Georgia.,Incasso
2250892,"Overnight on XXXX/XXXX/16, my Santander checking account received multiple "" hits '' from an unknown source in XXXX XXXX, XXXX. Most were duplicate, repetitive charges which now total more than {$3000.00} on my account. As of this morning, my account is overdrawn - {$1400.00} and growing. I contacted the bank at XXXX this morning to advise them of the fraudulent charges, and my ATM was cancelled. I was then told that the money would stay OUT of my available funds, leaving me overdrawn and without money, until such a time as the vendor requested payment and they "" post '' to my account. I 'm supposed to check my account daily, contact them when these charges "" post '', and open a claim to have each charge reversed which can take 7-10 days for a provisional credit. For now, my money remains in some limbo account belonging only to Santander. The vendor does n't have it but has up to 30 days to request payment. I ca n't have it, even though the bank LP advised me that the charges are clearly fraudulent. Even when I see it post, I have to wait to have it reversed and made available. My money - clearly part of international hacking/theft - is being held by Santander and not being made available to me even though this was clearly a theft. I have asked that all charges, pending to XXXX XXXX, be noted as "" void '' and all my funds be made available to me, but have been advised that it is not their bank policy. I desperately need intervention to move the needle on this chess match. If the vendor holds these pending charges and does n't post them for days or weeks, I may be without appropriate resolution for weeks. Please provide assistance immediately.",Bankrekening
2167097,"My medical bill was removed and forgiven by the Hospital "" XXXX '' and they removed it off all my credit bureau 's, since I had to sue them since the Doctor XXXX XXXX hurt me by XXXX, causing me to have XXXX XXXX 's. The Hospital removed the medical collection off my credit bureau 's. Now this collection company FMS INC has been told the bill was removed by the creditor, but they put it back on my credit report even thought they have been put on notice, the Hospital took if off, and forgave the Bill. Ive called FMS INC to remove it and they said that they would but after 10 days have not removed it and it is hurting me. 
thank you XXXX XXXX XXXX",Incasso
1798927,The website stopped responding and now I can not get my credit reports. The site says I already got them which is not the case.,Kredietregistratie
1974581,"My spouse ordered an item via the internet ( magazine ) but item was returned immediately. We have written and called the company every month since and never have received any type of correspondence from them. They are now referring to Bonded Collection Corporation. ( see attached letter ) and statement from XXXX,",Incasso
1784454,"In XXXX 2015 I deferred my car payment through Hyundai Motor Finance ( or so I thought ). I faxed back the letter, like they asked and like I have before, only to get a statement in XXXX 2015 showing TWO months due. I called and spoke to a gentleman who apologized and said the deferment was never proccessed in XXXX but had no idea why. As a resolution he offered to defer XXXX 's payment too in which I accepted. I received the letter, faxed it back ( and brought a witness this time ) AND CALLED to confirm the fax was received. I was told it was currently processing. Now I paid my XXXX payment and here it is XXXX and they are threatening to repossess my vehicle. I feel that I did everything I was supposed to do as a customer and they are treating me unfair. My credit has been ruined showing I have late payments and it 's not even my fault! I am also reporting to XXXX.",Consumentenkrediet
1484578,Company was told by attorney not to contact me or my sister. This was done in writing. They continue to call me sister after they received this notice. They have not contacted my attorney,Incasso
1979561,"Capital One Direct Banking claims they never received a deposit of {$170.00} money order by mail which was sent a week again and I did another moneyorder for {$170.00} priority mail, now they are returning my items but they are affecting my credit. The post office advised it was received but the bank now claims they do not have it. I need to be able to pay my bills but according to the the person I speak today advised no deposits since XX/XX/XXXX but I received a direct deposit to the account on XXXX/XXXX/16, I do not believe, I have been a customer for 10 years but they are causing my credit rating with the return items. The money orders have not been cashed yet but that does not mean they did not receive them. I want all return checks fees plus my {$340.00} credited to my account otherwise I file fraud charges against them.",Bankrekening
1882891,"I went on-line to get a balance transfer from one credit card to another. 
I entered the wrong credit card number to transfer money from. 
I called the credit card company immediately after. 
They told me that they would not cancel the transaction even though it was still pending and the transfer would be made by wire about 5 to 7 days later.",Creditcard
1705711,"I did not realize I was late on a payment to Capital One/Neiman Marcus - and they finally called me to inform me. I paid the account in full on during the call. They said there would be no negative credit bureau action. 

But a few months later, they did mark my credit report with a late payment. 

I called XXXX customer service to inform them they went back on their promise ( if I paid in full, no negative mark ). 

Because of that second phone call, they marked my credit report with "" dispute. '' That is now a problem with my mortgage lender. 

How is it that if a consumer just makes a phone call to check what happened - their credit report is marked as an official "" dispute ''? And that "" dispute '' is seen as a bad thing, with the consumer assumed guilty? 

How am I to exercise my rights, if by just asking a question, I am penalized on my credit report?",Consumentenkrediet
2262700,I have a hard hit inquiry on my XXXX Credit Report by Chase Card that I do n't recall authorizing.,Creditcard
2209082,"I was notified by my auto insurance, XXXX, that my premiums were increasing {$120.00} annually partially due to a credit investigation by a contracted credit investigation company named Lexis Nexis. In XX/XX/2016 I was rear ended by a driver insured by XXXX insurance. All reports and actions were filed with both companies. The other driver was at fault. By XXXX I was asked to settle the claim by XXXX. They assured me that all claims to doctors and repair shops had been paid. I accepted. In XXXX I received a bill from XXXX for emergency services. I contacted XXXX and was told that the bill was never settled and to send it to them for payment. They would be suborned by XXXX. They were. In XXXX I was notified by XXXX that my premiums were going up in part because I made a collision claim. No one at the time I sent this bill to XXXX informed me that this would be a collision claim. I feel that XXXX failed to make me aware of this and also that Lexis Nexis never gave me a chance to look into this before they made a recommendation to raise my rates. This is deceptive practices to put an insurance customer in this situation without proper clarity.",Incasso
2373158,I received a letter stating I owe {$600.00} to XXXX from a collection agency I called XXXX and when spoke to a phone associate and mention I did n't use XXXX and never use there cable or requested there service he mention a name that I do n't know the person when ask to verify if the information they had on file was correct and I let him know that my SS # is mine but not the name they had on file so was transferred to fraud department I told him the same information but now he would n't give me the name and city were the account was open that I had to submit my ID and a police report so I went to my local police department they said I have to file were they used my information that I could n't file a report local so again I called XXXX now they said I needed a supina before they could release information but I ca n't place a police report cause I do n't know were they used my SS # and XXXX wo n't give me that information so I called XXXX to place a fraud alert on my name and I also file on FTC.GOV/THEFT wed site so now I do n't know what else to do please help.,Incasso
2101931,They left a voicemail not saying what the issue was however stating my name and they were going to show up at my workplace or home. The person who left the vm left the name of XXXX XXXX. I called back they said the company name of Imperial and the mans name was XXXX XXXX. When I said that the practices were not legal he hung up immediately.,Incasso
1596274,"On XXXX XXXX, 2015 log on into Navy Federal Credit Union and found out that they withdrew {$29.00} from my account and they did inform me what check was returned and for amount just return fee then I ask the representative why was n't it indicate on line she stated that do not do post it online they just send notice via United States Postal Service I thought that all transaction should be viewed online and statement they accused me of bounced check they pay via bill pay and they indicate it paid but they indicated if something was not paid they also charge me fee and taken me out of over draft protection which cause the check to be return and which cause me return check fee to XXXX Furniture and Sales I never opt out they have been commending so much fraud I would like them to investigate all banking product and services to ensure proper use of the services are being apply if any Fraud is found all individuals involved should be convicted according to United States Federal Law",Bankrekening
1522980,"PNC Mortgage sent {$1500.00} to an insurance company in XX/XX/XXXX and then sent another payment to another insurance company in XX/XX/XXXX fro {$1300.00} and then another payment in XX/XX/XXXX for {$1400.00}. 

Some one was XXXX paid and they ca n't / wo n't tell me how to get my money back!",Hypotheek
1465359,"Credit account in collection. I have asked collection company for any information regarding the legitimacy of the account. Over 3 months have passed with no response, and they refuse to remove the item from my credit report. 
All of my accounts with the original creditor are current and in good standing.",Incasso
1486173,"my name on my nys id is XXXX XXXX XXXX and in my equifax, XXXX and XXXX credit report show as XXXX XXXX XXXX XXXX XXXX and that is not correct my id says XXXX XXXX XXXX dob XX/XX/XXXX address is XXXX XXXX XXXX XXXX, XXXX, new york,XXXX",Kredietregistratie
2052779,"I just received a phone call from someone claiming to be with Universal Fidelity. 

At first there was an automated machine that thanked me for calling. They called me. Whatever their matter was, they considered it important enough to interrupt my day. To me, the interruption is important enough for them to have their IT department get that right. 

Eventually, I was transferred to a representative who merely informed me that she was on a recorded line, she works for Universal Fidelity, and they have a "" personal business matter '' that came across their desk '' ( or some wording to that effect ). 

She talked very fast - apparently in the hope that I would not slow her down and she could get right to the part where she would make her commission. She seemed disconcerted and off-script when I asked her questions to make sure I understood what she said. 

I had to ask what this was about and what Fidelity Universal is. Only upon questioning did she inform me that XXXX is a debt collection agency. 

I asked her : How do I know she is who she says she is. 

She provided no way to verify herself, but asked several times for me to verify myself. 

We are told, often, in this day and age of terrorists and heightened security NOT to give out information about ourselves to people we do not know. 

Online, we are warned about scammers. 

I asked her to verify herself, and she could not. Instead, she said they would send me a letter and wished me a good day. 

She did not talk about the content of the letter, but from her tone it sounded threatening, like an escalation of this matter for legal purposes. I assume that private debt collection companies share their recorded calls with you, and you can listen for yourself. 

Only after her continued engagement with me on the phone did I have time to look up UFLP on XXXX. I found a very professional website. Of course, that does not mean it is who it says it is. Media reports the Federal government is aware of a XXXX XXXX building whose sole purpose is to confuse and scam and subvert the internet, in part by creating websites that are exact duplicates of legitimate websites and getting unsuspecting Americans to provide their information on fake webforms. 

In the section above, I put "" Threatened to take legal action. '' I do n't know if that is what this was - but it was the only choice that seemed to fit this situation.",Incasso
1667232,"I have got a loan from Chase bank to buy a new home. My experience with them was an absolute nightmare. 
I am totally unhappy about my experience with XXXX XXXX ( Mortgage banker, NMLS ID XXXX ), XXXX XXXX ( Mortgage Banker, NMLS XXXX ), and the whole Chase bank. 
They are not good in communicating with their clients. They made too many mistakes throughout the approval process. They were not proactive enough in trying to resolve the issues and pushing to close on time. 
First, it took them so many days to prepare the docs for the underwriter. They were too late that if I had not paid the rush fee for the HOA inspection, we could not have closed at the pre-set date. They were too late, but I am the one who ended up paying for the extra fee! 
At the very end, exactly one day before closing, I realized I need to pay off my whole car loan ( {$9000.00} ) to be able to received the home loan! I had no idea about this, and no one had never mentioned that to me. The way I figured that out was by going through the closing costs page, which was sent to me that day at about XXXX ( 1 day before the closing date ). 
First I thought this must be a mistake, because the total due amount was about $ XXXX more that what I had expected. I had asked XXXX many times how much would be the approximate cost, and he had mentioned $ XXXX roughly, including the $ XXXX that I had paid at the beginning ( I have all email chains of my communications with him in this regard ). That means I would need less than $ XXXX for the closing, and that is the money I had placed in my checking account. 
I called XXXX about XXXX times when I saw that, and I finally managed to talk to him. I asked him if he knew about this requirement. He had clearly no idea!! First he said this must be a mistake. Then, he said he would ask and get back to me. After calling me again, he said this was written in the previous docs that Chase had sent me. Such a big lie! I went through them all, and I found nothing ( I have kept all the mailed docs ). Even if it were mentioned in the docs, he was supposed to communicate it to me very clearly, which he never did. 
He also said, the very first time we had talked, he had mentioned paying off my car loan might be a requirement for getting approved for the loan! It is amazing that because this was a possibility, he expected me to assume this is indeed a requirement, although it was not brought up since then! 
I had the same horrible experience with XXXX. When I talked to her, all she did was blaming me! To be fair, she also mentioned XXXX was supposed to communicate that requirement with me, and she can not do anything about it. Basically, all they said was this requirement is imposed by the underwriter and they have no say on it. 
Btw, at the very last day ( XXXX XXXX ), after I had paid all the closing costs, the tile company contacted me complain they can not find the contact person in Chase to fund the loan!! It took them several hours the resolve the issue! 
My question is why these guys did not tell me about this at least a couple of days before, so that I would have a choice. How did they expect me to find {$9000.00} in less than one day? Do they even care? The real tragedy is I did have the money in a different bank account, but because it would take a couple of days to transfer it to my checking account, I ended up borrowing money! It was also too late for me to withdraw from my application, because I already had removed all my contingencies. I would end up paying a huge penalty to the seller if I wanted to cancel the contract. 
I am planning to use all my legal tools to make Chase compensate for all the extra trouble I went through because of their ignorance/incompetence. They should be held responsible for their very unfair way of practicing business. They should also be stopped from treating their other clients in such a brutal and unfair manner. 
-XXXX XXXX",Hypotheek
2170997,"I received a call from CITI bank telling me their fraud early warning system detected suspicious activity on my credit. The left the toll free number XXXX and gave me a reference number, XXXX. I called and was told the reference number involved recent purchases on my card. I told her I had no credit cards with CITI. She said one had been applied for this month. I said I had not applied for any card. 
She proceeded to ask for my social security number, date of birth and full name. I am very uncomfortable about that now wish I had not. But I also do not want my credit affected because I did not comply and the account remained open and charges are falsely reported to affect my credit rating. 
She insisted she had closed the credit card account, that a letter would follow, and a report would be made to credit reporting agencies. 
I assume this was all legitimate, hopefully, but I am irritated at the approach CITI Bank uses. They really do not need confirmation of my social security number and birth date to help them close this account. At a minimum, they could read off my social security number and birth date and ask for confirmation. At least under that approach, I would know they already have that information, whoever they are.",Creditcard
2153386,"TRANSUNION COMPLAINT : Complaint regarding dispute sent to Transunion regarding inaccurate status reporting on XXXX XXXX XXXX XXXX real estate account. 
1 ) Failure to review documented evidence to support the dispute claim which proved the account was never late during the disputed time period. 
2 ) Failure to respond to second dispute letter. 
3 ) Failure to record that the account was in dispute on the credit report within 30 days. 
Two Dispute letters were sent certified return receipt received XXXX XXXX, XXXX and XXXX XXXX, XXXX. The following documentation was provided with the dispute indicating XXXX incorrect 30 day late payment status marks on my credit report : Copies of the XXXX Canceled Checks ( see the schedule of due date and canceled checks below ) Copy of driver 's license for identity purposes. 
Transunion reported 30 days late from XX/XX/XXXX-XX/XX/XXXX Payment Due Date Ck Posted ( received Prior ) Check # Amount Due Amount Paid XXXX/XXXX/XXXX XXXX/XXXX/XXXX XXXX {$670.00} {$700.00} XXXX/XXXX/XXXX XXXX/XXXX/XXXX XXXX {$680.00} {$700.00} XXXX/XXXX/XXXX XXXX/XXXX/XXXX XXXX {$660.00} {$660.00} XXXX/XXXX/XXXX XXXX/XXXX/XXXX XXXX {$690.00} {$690.00} XXXX/XXXX/XXXX XXXX/XXXX/XXXX XXXX {$690.00} {$690.00} XXXX/XXXX/XXXX XXXX/XXXX/XXXX XXXX {$690.00} {$700.00} XXXX/XXXX/XXXX XXXX/XXXX/XXXX XXXX {$680.00} {$700.00} XXXX/XXXX/XXXX XXXX/XXXX/XXXX XXXX {$680.00} {$690.00} XXXX/XXXX/XXXX XXXX/XXXX/XXXX XXXX {$690.00} {$690.00} XXXX/XXXX/XXXX XXXX/XXXX/XXXX XXXX {$690.00} {$690.00} XXXX XXXX/XXXX/XXXX XXXX {$690.00} {$690.00} XXXX/XXXX/XXXX XXXX/XXXX/XXXX XXXX {$690.00} {$700.00} XXXX/XXXX/XXXX XXXX/XXXX/XXXX XXXX {$680.00} {$690.00} XXXX/XXXX/XXXX XXXX/XXXX/XXXX XXXX {$690.00} {$700.00} Total : XXXX {$9600.00} {$9700.00} Response : The response I received from the first dispute letter fromTransunion was that the status was "" verified '' by the creditor and would remain on my credit report. A response was never received to date from the second dispute letter received XXXX XXXX, XXXX. Transunion never posted a statement on my credit report as in dispute as they are required to do within 30 days therefore violating FCRA 623 ( a ) ( c ). 
Impact : Inability to FHA streamline refinance for 13 months- cost in excess interest paid ( {$9100.00} ) Denial of Credit due to inaccurate delinquency reported. 
Resolution Requested : The Transunion status of 30 days late from XX/XX/XXXX- XX/XX/XXXX changed to a status of OK. 

Support Documentation Uploaded : XXXX Canceled Checks as listed above Dispute letters sent certified return receipt Time stamped copies of Transunion Credit Report Transunion Response to Letter # 1.",Kredietregistratie
2433307,"The loan account ( account # XXXX ) from this creditor ( Omni Financial XXXX/Omni XXXX ) was paid off via a collections agency ( XXXX XXXX XXXX ). The collection agency claims to have reported the paid off debt to the creditor, yet the creditor insists on not having such information in order to update the credit bureaus. After repeated calls and referrals back to the same collection agency which collects debts for Omni Financial XXXX/Omni XXXX, I 'm left with very little options. As 0f XX/XX/2017, none of the major credit bureaus have received an account update message from Omni. I have a paid in full/XXXX balance receipt from XXXX XXXX XXXX with Omni Financial XXXX listed as the original creditor to substantiate my claim.",Consumentenkrediet
1907845,"Chase Bank is reporting inaccurate information regarding the date of last payment to XXXX ( Report XXXX, dated XXXX XXXX, 2016 ) and XXXX on XXXX accounts ( XXXX ) and ( XXXX ). The date of last payment is showing as XXXX 2016 ; however, the actual date is XXXX or XXXX 2016, according to my recollection. 
On XXXX XXXX, 2016, I called Chase to discuss the XXXX accounts, at XXXX XXXX XXXX XXXX XXXX, the number on my XXXX report. I spoke with XXXX ( no id number ), who transferred me to ( XXXX XXXX XXXX XXXX. 
I spoke with XXXX XXXX XXXX XXXX regarding this matter. She stated Chase is no longer reporting ; however, I advised that their prior reporting from XXXX is still showing on my credit reports. 
XXXX stated they could send an "" update '' asking the credit reporting agencies to check the agencies ' own records to see if they were reporting the date of last payment correct. I advised that would not accomplish anything, as I had disputed this previously directly with the credit bureaus unsuccessfully. 
I asked if Chase could check their own records to see what date of last payment they had in their own statement records of the account, and they refused to do so, stating that the records had been provided to XXXX and I would have to contact XXXX. 
Either Chase has these records, but refuses to confirm the information internally ; or Chase is continuing to report information despite having no documents to support the information. 
I also spoke with XXXX, supervisor, Chase XXXX XXXX XXXX, who reiterated the same information that XXXX had stated. The connection was very bad and he stated he could not hear me. I advised I would file this complaint.",Creditcard
2249783,"MDS reported a medical debt with XXXX hospital to the bureaus. I did not give them permission to share this info, violation of XXXX. I paid the debt to creditor. I faxed proof of payment, I sent proof of payment registered mail. I disputed the amount with the credit bureaus that it was paid, and this company still confirmed to the bureaus that it is still owed when it is not. Violation of FDCPA, FCRA and HiPPA. Totally unacceptable.",Incasso
1832955,I have a hard inquiry from XXXX/PPC on my credit file from XXXX/XXXX/2015. I never applied for credit from paypal but did have my bank account information stolen and money taken from my bank account.,Creditcard
